text,label,category,target,source,char_length,word_count,digit_count,has_url,has_phone
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,scam,SMS Spam,1,UCI SMS Spam Collection,148,21,40,0,1
He needs to stop going to bed and make with the fucking dealing,safe,Standard SMS,0,UCI SMS Spam Collection,63,13,0,0,0
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",safe,Standard SMS,0,UCI SMS Spam Collection,147,31,0,0,0
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,scam,SMS Spam,1,UCI SMS Spam Collection,135,27,14,0,1
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",safe,Standard SMS,0,UCI SMS Spam Collection,154,35,1,0,0
I remain unconvinced that this isn't an elaborate test of my willpower,safe,Standard SMS,0,UCI SMS Spam Collection,70,12,0,0,0
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",safe,Standard SMS,0,UCI SMS Spam Collection,157,29,0,0,0
how are you? I miss you!,safe,Standard SMS,0,UCI SMS Spam Collection,24,6,0,0,0
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,safe,Standard SMS,0,UCI SMS Spam Collection,85,16,0,0,0
"Hey , is * rite u put Â»10 evey mnth is that all?",safe,Standard SMS,0,UCI SMS Spam Collection,49,13,2,0,0
i am going to bed now prin,safe,Standard SMS,0,UCI SMS Spam Collection,26,7,0,0,0
I think just yourself â¦Thanks and see you tomo,safe,Standard SMS,0,UCI SMS Spam Collection,48,9,0,0,0
If u dun drive then how i go 2 sch.,safe,Standard SMS,0,UCI SMS Spam Collection,35,10,1,0,0
I not at home now lei...,safe,Standard SMS,0,UCI SMS Spam Collection,24,6,0,0,0
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd,scam,SMS Spam,1,UCI SMS Spam Collection,167,26,16,0,1
Do u hav any frnd by name ashwini in ur college?,safe,Standard SMS,0,UCI SMS Spam Collection,48,11,0,0,0
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,safe,Standard SMS,0,UCI SMS Spam Collection,80,19,1,0,0
K then 2marrow are you coming to class.,safe,Standard SMS,0,UCI SMS Spam Collection,39,8,1,0,0
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",scam,SMS Spam,1,UCI SMS Spam Collection,122,24,23,0,1
Pls send me your address sir.,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
I want to lick your pussy now...,safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",safe,Standard SMS,0,UCI SMS Spam Collection,75,14,0,0,0
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,scam,SMS Spam,1,UCI SMS Spam Collection,141,21,24,0,1
"I'll see, but prolly yeah",safe,Standard SMS,0,UCI SMS Spam Collection,25,5,0,0,0
Thought we could go out for dinner. I'll treat you! Seem ok?,safe,Standard SMS,0,UCI SMS Spam Collection,60,12,0,0,0
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,safe,Standard SMS,0,UCI SMS Spam Collection,154,37,0,0,0
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,safe,Standard SMS,0,UCI SMS Spam Collection,230,42,0,0,0
"Sure thing big man. i have hockey elections at 6, shouldnât go on longer than an hour though",safe,Standard SMS,0,UCI SMS Spam Collection,94,18,1,0,0
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,safe,Standard SMS,0,UCI SMS Spam Collection,87,20,4,0,0
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),safe,Standard SMS,0,UCI SMS Spam Collection,116,23,0,0,0
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",safe,Standard SMS,0,UCI SMS Spam Collection,126,28,0,0,0
Yunny... I'm goin to be late,safe,Standard SMS,0,UCI SMS Spam Collection,28,6,0,0,0
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,safe,Standard SMS,0,UCI SMS Spam Collection,160,32,0,0,0
"Cool, want me to go to kappa or should I meet you outside mu",safe,Standard SMS,0,UCI SMS Spam Collection,60,14,0,0,0
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",safe,Standard SMS,0,UCI SMS Spam Collection,153,32,0,0,0
May b approve panalam...but it should have more posts..,safe,Standard SMS,0,UCI SMS Spam Collection,55,9,0,0,0
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",scam,SMS Spam,1,UCI SMS Spam Collection,157,24,28,0,1
Me i'm not workin. Once i get job...,safe,Standard SMS,0,UCI SMS Spam Collection,36,8,0,0,0
And by when you're done I mean now,safe,Standard SMS,0,UCI SMS Spam Collection,34,8,0,0,0
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",safe,Standard SMS,0,UCI SMS Spam Collection,153,32,0,0,0
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,safe,Standard SMS,0,UCI SMS Spam Collection,147,36,0,0,0
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,scam,SMS Spam,1,UCI SMS Spam Collection,152,30,14,0,0
Is it your yahoo boys that bring in the perf? Or legal.,safe,Standard SMS,0,UCI SMS Spam Collection,55,12,0,0,0
No need to say anything to me. I know i am an outsider,safe,Standard SMS,0,UCI SMS Spam Collection,54,13,0,0,0
have you ever had one foot before?,safe,Standard SMS,0,UCI SMS Spam Collection,34,7,0,0,0
Just got to  &lt;#&gt;,safe,Standard SMS,0,UCI SMS Spam Collection,22,4,0,0,0
"Good! No, donât need any receiptsâwell done! (â¦) Yes, please tell . Whatâs her number, i could ring her",safe,Standard SMS,0,UCI SMS Spam Collection,111,19,0,0,0
Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?,safe,Standard SMS,0,UCI SMS Spam Collection,89,19,8,0,0
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),safe,Standard SMS,0,UCI SMS Spam Collection,153,27,1,0,0
Infact happy new year. How are you where are you when are we seeing,safe,Standard SMS,0,UCI SMS Spam Collection,67,14,0,0,0
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",scam,SMS Spam,1,UCI SMS Spam Collection,146,30,4,0,0
That's a shame! Maybe cld meet for few hrs tomo?,safe,Standard SMS,0,UCI SMS Spam Collection,48,10,0,0,0
Lol I would but despite these cramps I like being a girl.,safe,Standard SMS,0,UCI SMS Spam Collection,57,12,0,0,0
I canÂt wait for cornwall. Hope tonight isnÂt too bad as well but itÂs rock night shite. Anyway iÂm going for a kip now have a good night. Speak to you soon.,safe,Standard SMS,0,UCI SMS Spam Collection,161,32,0,0,0
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,safe,Standard SMS,0,UCI SMS Spam Collection,139,27,0,0,0
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,scam,SMS Spam,1,UCI SMS Spam Collection,160,28,11,0,0
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",safe,Standard SMS,0,UCI SMS Spam Collection,158,37,0,0,0
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,safe,Standard SMS,0,UCI SMS Spam Collection,90,19,0,0,0
Ã comin to fetch us oredi...,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
What's nannys address?,safe,Standard SMS,0,UCI SMS Spam Collection,22,3,0,0,0
Haf u eaten? Wat time u wan me 2 come?,safe,Standard SMS,0,UCI SMS Spam Collection,38,10,1,0,0
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,scam,SMS Spam,1,UCI SMS Spam Collection,144,26,15,0,1
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",safe,Standard SMS,0,UCI SMS Spam Collection,92,21,0,0,0
This single single answers are we fighting? Plus i said am broke and you didnt reply,safe,Standard SMS,0,UCI SMS Spam Collection,84,16,0,0,0
It certainly puts things into perspective when something like this happens,safe,Standard SMS,0,UCI SMS Spam Collection,74,11,0,0,0
Now got tv 2 watch meh? U no work today?,safe,Standard SMS,0,UCI SMS Spam Collection,40,10,1,0,0
i felt so...not any conveying reason.. Ese he... What about me?,safe,Standard SMS,0,UCI SMS Spam Collection,63,11,0,0,0
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,safe,Standard SMS,0,UCI SMS Spam Collection,134,21,0,0,0
I told that am coming on wednesday.,safe,Standard SMS,0,UCI SMS Spam Collection,35,7,0,0,0
"Its ok, called mom instead have fun",safe,Standard SMS,0,UCI SMS Spam Collection,35,7,0,0,0
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",scam,SMS Spam,1,UCI SMS Spam Collection,112,17,0,1,0
Well if I'm that desperate I'll just call armand again,safe,Standard SMS,0,UCI SMS Spam Collection,54,10,0,0,0
Are you at work right now ?,safe,Standard SMS,0,UCI SMS Spam Collection,27,7,0,0,0
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,safe,Standard SMS,0,UCI SMS Spam Collection,111,20,0,0,0
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",safe,Standard SMS,0,UCI SMS Spam Collection,157,32,0,0,0
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,safe,Standard SMS,0,UCI SMS Spam Collection,124,23,0,0,0
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,safe,Standard SMS,0,UCI SMS Spam Collection,77,15,1,0,0
And pls pls drink plenty plenty water,safe,Standard SMS,0,UCI SMS Spam Collection,37,7,0,0,0
How are you doing. How's the queen. Are you going for the royal wedding,safe,Standard SMS,0,UCI SMS Spam Collection,71,14,0,0,0
He's in lag. That's just the sad part but we keep in touch thanks to skype,safe,Standard SMS,0,UCI SMS Spam Collection,74,16,0,0,0
Ok lor then we go tog lor...,safe,Standard SMS,0,UCI SMS Spam Collection,28,7,0,0,0
Two teams waiting for some players,safe,Standard SMS,0,UCI SMS Spam Collection,34,6,0,0,0
Can Ã¼ send me a copy of da report?,safe,Standard SMS,0,UCI SMS Spam Collection,35,9,0,0,0
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",safe,Standard SMS,0,UCI SMS Spam Collection,67,13,1,0,0
"Ok da, i already planned. I wil pick you.",safe,Standard SMS,0,UCI SMS Spam Collection,41,9,0,0,0
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",scam,SMS Spam,1,UCI SMS Spam Collection,144,23,26,0,0
I just really need shit before tomorrow and I know you won't be awake before like 6,safe,Standard SMS,0,UCI SMS Spam Collection,83,17,1,0,0
I'm good. Have you registered to vote?,safe,Standard SMS,0,UCI SMS Spam Collection,38,7,0,0,0
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",safe,Standard SMS,0,UCI SMS Spam Collection,61,14,0,0,0
Dear got bus directly to calicut,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Mm umma ask vava also to come tell him can play later together,safe,Standard SMS,0,UCI SMS Spam Collection,62,13,0,0,0
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",safe,Standard SMS,0,UCI SMS Spam Collection,79,14,0,0,0
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",safe,Standard SMS,0,UCI SMS Spam Collection,158,22,0,0,0
&lt;#&gt;  w jetton ave if you forgot,safe,Standard SMS,0,UCI SMS Spam Collection,37,7,0,0,0
Ok i'm coming home now.,safe,Standard SMS,0,UCI SMS Spam Collection,23,5,0,0,0
Can not use foreign stamps in this country.,safe,Standard SMS,0,UCI SMS Spam Collection,43,8,0,0,0
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",safe,Standard SMS,0,UCI SMS Spam Collection,108,21,0,0,0
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP",scam,SMS Spam,1,UCI SMS Spam Collection,148,30,4,0,0
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,safe,Standard SMS,0,UCI SMS Spam Collection,81,15,0,0,0
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,safe,Standard SMS,0,UCI SMS Spam Collection,154,35,0,0,0
C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã¼ not interested.,safe,Standard SMS,0,UCI SMS Spam Collection,85,18,1,0,0
How are you enjoying this semester? Take care brother.,safe,Standard SMS,0,UCI SMS Spam Collection,54,9,0,0,0
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,scam,SMS Spam,1,UCI SMS Spam Collection,157,22,6,1,0
"Get the door, I'm here",safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
"Lets use it next week, princess :)",safe,Standard SMS,0,UCI SMS Spam Collection,34,7,0,0,0
Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..,safe,Standard SMS,0,UCI SMS Spam Collection,69,17,1,0,0
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,safe,Standard SMS,0,UCI SMS Spam Collection,74,17,4,0,0
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),safe,Standard SMS,0,UCI SMS Spam Collection,102,16,0,0,0
Oi when you gonna ring,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
Missed call alert. These numbers called but left no message. 07008009200,scam,SMS Spam,1,UCI SMS Spam Collection,72,11,11,0,1
I attended but nothing is there.,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.,safe,Standard SMS,0,UCI SMS Spam Collection,77,18,3,0,0
No dear i was sleeping :-P,safe,Standard SMS,0,UCI SMS Spam Collection,26,6,0,0,0
Er mw im filled tuth is aight,safe,Standard SMS,0,UCI SMS Spam Collection,29,7,0,0,0
Will be office around 4 pm. Now i am going hospital.,safe,Standard SMS,0,UCI SMS Spam Collection,52,11,1,0,0
Actually i'm waiting for 2 weeks when they start putting ad.,safe,Standard SMS,0,UCI SMS Spam Collection,60,11,1,0,0
Anything lor if they all go then i go lor...,safe,Standard SMS,0,UCI SMS Spam Collection,44,10,0,0,0
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,safe,Standard SMS,0,UCI SMS Spam Collection,77,18,1,0,0
Yo you around? A friend of mine's lookin to pick up later tonight,safe,Standard SMS,0,UCI SMS Spam Collection,65,13,0,0,0
Stupid auto correct on my phone,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Double eviction this week - Spiral and Michael and good riddance to them!,safe,Standard SMS,0,UCI SMS Spam Collection,73,13,0,0,0
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",safe,Standard SMS,0,UCI SMS Spam Collection,127,23,0,0,0
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",safe,Standard SMS,0,UCI SMS Spam Collection,131,25,0,0,0
Buy one egg for me da..please:),safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Have you started in skye,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
Have you bookedthe hut? And also your time off? How are you by the way?,safe,Standard SMS,0,UCI SMS Spam Collection,71,15,0,0,0
